file_N:17,train,seed:None,percent:10272,integrated,n:1,N:1
t,V,V'
0.0,-66.487581,-66.487677
0.020669,-66.487677,-66.487807
0.040876,-66.487807,-66.488196
0.06237,-66.488196,-66.48904
0.084709,-66.48904,-66.489753
0.10614,-66.489753,-66.490289
0.126157,-66.490289,-66.490678
0.147,-66.490678,-66.49108
0.168973,-66.49108,-66.491507
0.190485,-66.491507,-66.491997
0.211693,-66.491997,-66.49263
0.231908,-66.49263,-66.493426
0.253643,-66.493426,-66.494158
0.275302,-66.494158,-66.494847
0.297419,-66.494847,-66.49549
0.319582,-66.49549,-66.495724
0.340992,-66.495724,-66.495657
0.363472,-66.495657,-66.495534
0.38546,-66.495534,-66.495479
0.40583,-66.495479,-66.495609
0.429046,-66.495609,-66.495826
0.451463,-66.495826,-66.496357
0.473475,-66.496357,-66.496844
0.494163,-66.496844,-66.497416
0.514535,-66.497416,-66.497881
0.534824,-66.497881,-66.498067
0.557868,-66.498067,-66.49801
0.577997,-66.49801,-66.497353
0.600174,-66.497353,-66.496637
0.621868,-66.496637,-66.496037
0.641972,-66.496037,-66.495289
0.663787,-66.495289,-66.494839
0.683803,-66.494839,-66.494578
0.706089,-66.494578,-66.494752
0.728981,-66.494752,-66.495179
0.751555,-66.495179,-66.495756
0.772336,-66.495756,-66.496452
0.794627,-66.496452,-66.49695
0.817236,-66.49695,-66.496935
0.840499,-66.496935,-66.496767
0.861597,-66.496767,-66.49651
0.882698,-66.49651,-66.496318
0.903431,-66.496318,-66.496198
0.926428,-66.496198,-66.495965
0.949132,-66.495965,-66.495704
0.969701,-66.495704,-66.495282
0.99225,-66.495282,-66.494608
1.012788,-66.494608,-66.493411
1.033468,-66.493411,-66.491743
1.054633,-66.491743,-66.490091
1.075257,-66.490091,-66.488752
1.096361,-66.488752,-66.487968
1.116698,-66.487968,-66.487883
1.137867,-66.487883,-66.4889
1.158553,-66.4889,-66.490514
1.179859,-66.490514,-66.491794
1.201169,-66.491794,-66.492573
1.221704,-66.492573,-66.492764
1.242464,-66.492764,-66.492365
1.26421,-66.492365,-66.491602
1.284357,-66.491602,-66.490733
1.305314,-66.490733,-66.4903
1.327604,-66.4903,-66.490596
1.349007,-66.490596,-66.491446
1.369107,-66.491446,-66.492932
1.39112,-66.492932,-66.494366
1.412478,-66.494366,-66.496122
1.433329,-66.496122,-66.497847
1.453747,-66.497847,-66.499345
1.474471,-66.499345,-66.500457
1.496424,-66.500457,-66.501443
1.516789,-66.501443,-66.502274
1.537534,-66.502274,-66.502815
1.559707,-66.502815,-66.50336
1.580885,-66.50336,-66.504428
1.602146,-66.504428,-66.505828
1.624029,-66.505828,-66.50721
1.645522,-66.50721,-66.508269
1.667612,-66.508269,-66.508821
1.689296,-66.508821,-66.508723
1.710124,-66.508723,-66.508038
1.731695,-66.508038,-66.507122
1.753073,-66.507122,-66.505901
1.773282,-66.505901,-66.504373
1.794506,-66.504373,-66.503254
1.816352,-66.503254,-66.502534
1.837206,-66.502534,-66.502569
1.859941,-66.502569,-66.503288
1.881362,-66.503288,-66.50415
1.902591,-66.50415,-66.504546
1.924975,-66.504546,-66.504389
1.944979,-66.504389,-66.504222
1.966247,-66.504222,-66.504366
1.987683,-66.504366,-66.504986
2.009887,-66.504986,-66.505984
2.031165,-66.505984,-66.507038
2.051392,-66.507038,-66.507861
2.07202,-66.507861,-66.508387
2.094228,-66.508387,-66.508488
2.114404,-66.508488,-66.50834
2.135582,-66.50834,-66.508306
