file_N:22,train,seed:None,percent:21100,measured,n:1,N:1
t,I,V,I',V'
0.0,-0.03918,-62.20087,-0.03903,-62.21676
0.01,-0.03903,-62.21676,-0.03895,-62.23662
0.02,-0.03895,-62.23662,-0.03922,-62.24502
0.03,-0.03922,-62.24502,-0.03957,-62.25115
0.04,-0.03957,-62.25115,-0.03998,-62.25867
0.05,-0.03998,-62.25867,-0.0404,-62.26646
0.06,-0.0404,-62.26646,-0.04114,-62.27183
0.07,-0.04114,-62.27183,-0.04194,-62.27672
0.08,-0.04194,-62.27672,-0.04229,-62.26162
0.09,-0.04229,-62.26162,-0.04255,-62.24256
0.1,-0.04255,-62.24256,-0.04276,-62.22844
0.11,-0.04276,-62.22844,-0.04295,-62.21529
0.12,-0.04295,-62.21529,-0.04248,-62.20147
0.13,-0.04248,-62.20147,-0.04188,-62.18752
0.14,-0.04188,-62.18752,-0.04134,-62.17811
0.15,-0.04134,-62.17811,-0.04081,-62.16961
0.16,-0.04081,-62.16961,-0.04051,-62.18021
0.17,-0.04051,-62.18021,-0.04024,-62.19459
0.18,-0.04024,-62.19459,-0.03998,-62.20385
0.19,-0.03998,-62.20385,-0.03972,-62.21209
0.2,-0.03972,-62.21209,-0.03927,-62.21972
0.21,-0.03927,-62.21972,-0.03879,-62.22724
0.22,-0.03879,-62.22724,-0.03869,-62.22933
0.23,-0.03869,-62.22933,-0.03867,-62.23036
0.24,-0.03867,-62.23036,-0.0387,-62.22256
0.25,-0.0387,-62.22256,-0.03873,-62.21302
0.26,-0.03873,-62.21302,-0.03923,-62.21676
0.27,-0.03923,-62.21676,-0.03983,-62.22313
0.28,-0.03983,-62.22313,-0.0403,-62.22104
0.29,-0.0403,-62.22104,-0.04074,-62.21728
0.3,-0.04074,-62.21728,-0.04117,-62.21842
0.31,-0.04117,-62.21842,-0.0416,-62.22053
0.32,-0.0416,-62.22053,-0.04186,-62.23216
0.33,-0.04186,-62.23216,-0.04208,-62.24566
0.34,-0.04208,-62.24566,-0.04208,-62.26439
0.35000000000000003,-0.04208,-62.26439,-0.04204,-62.28416
0.36,-0.04204,-62.28416,-0.04161,-62.28888
0.37,-0.04161,-62.28888,-0.0411,-62.29061
0.38,-0.0411,-62.29061,-0.04054,-62.30789
0.39,-0.04054,-62.30789,-0.03997,-62.32825
0.4,-0.03997,-62.32825,-0.03949,-62.348
0.41000000000000003,-0.03949,-62.348,-0.03902,-62.36761
0.42,-0.03902,-62.36761,-0.039,-62.38049
0.43,-0.039,-62.38049,-0.03907,-62.39204
0.44,-0.03907,-62.39204,-0.03921,-62.38284
0.45,-0.03921,-62.38284,-0.03936,-62.36953
0.46,-0.03936,-62.36953,-0.03961,-62.35369
