file_N:22,train,seed:None,percent:5275,measured,n:3,N:4
t,I,V,V'
1055.0,-0.04217,-63.55247,-63.53318
1055.01,-0.04237,-63.53318,-63.53593
1055.02,-0.04289,-63.53593,-63.54067
1055.03,-0.04344,-63.54067,-63.53355
1055.04,-0.04376,-63.53355,-63.52536
1055.05,-0.04406,-63.52536,-63.50737
1055.06,-0.04405,-63.50737,-63.48849
1055.07,-0.04401,-63.48849,-63.49087
1055.08,-0.0437,-63.49087,-63.49517
1055.09,-0.04337,-63.49517,-63.49626
1055.1,-0.04273,-63.49626,-63.49707
1055.1100000000001,-0.04206,-63.49707,-63.50676
1055.1200000000001,-0.04188,-63.50676,-63.51724
1055.13,-0.04174,-63.51724,-63.53323
1055.14,-0.04157,-63.53323,-63.54971
1055.15,-0.0414,-63.54971,-63.55624
1055.16,-0.04098,-63.55624,-63.56187
1055.17,-0.04054,-63.56187,-63.57603
1055.18,-0.04067,-63.57603,-63.59096
1055.19,-0.04084,-63.59096,-63.57758
1055.2,-0.04119,-63.57758,-63.56164
1055.21,-0.04155,-63.56164,-63.54642
1055.22,-0.04183,-63.54642,-63.53126
1055.23,-0.0421,-63.53126,-63.51199
1055.24,-0.04207,-63.51199,-63.49236
1055.25,-0.04202,-63.49236,-63.48708
1055.26,-0.04229,-63.48708,-63.4831
1055.27,-0.04259,-63.4831,-63.49446
1055.28,-0.04295,-63.49446,-63.50721
1055.29,-0.04332,-63.50721,-63.52669
1055.3,-0.0433,-63.52669,-63.54677
1055.31,-0.04324,-63.54677,-63.55553
1055.32,-0.04326,-63.55553,-63.56328
1055.33,-0.04328,-63.56328,-63.58278
1055.34,-0.04317,-63.58278,-63.60334
1055.35,-0.04305,-63.60334,-63.59486
1055.3600000000001,-0.04337,-63.59486,-63.58377
1055.3700000000001,-0.04373,-63.58377,-63.5762
1055.38,-0.04406,-63.5762,-63.56895
1055.39,-0.04439,-63.56895,-63.55893
1055.4,-0.04418,-63.55893,-63.54866
1055.41,-0.04393,-63.54866,-63.54028
1055.42,-0.04374,-63.54028,-63.53207
1055.43,-0.04354,-63.53207,-63.52554
1055.44,-0.04372,-63.52554,-63.51917
1055.45,-0.04394,-63.51917,-63.51965
1055.46,-0.04384,-63.51965,-63.52076
1055.47,-0.04373,-63.52076,-63.50795
1055.48,-0.04338,-63.50795,-63.49388
1055.49,-0.04302,-63.49388,-63.49451
1055.5,-0.04244,-63.49451,-63.49648
1055.51,-0.04184,-63.49648,-63.51486
1055.52,-0.04197,-63.51486,-63.53473
1055.53,-0.04217,-63.53473,-63.54078
1055.54,-0.04219,-63.54078,-63.54559
1055.55,-0.04221,-63.54559,-63.55398
1055.56,-0.04192,-63.55398,-63.5627
1055.57,-0.04161,-63.5627,-63.57451
1055.58,-0.04171,-63.57451,-63.5866
1055.59,-0.04184,-63.5866,-63.57986
1055.6,-0.04267,-63.57986,-63.57143
1055.6100000000001,-0.04356,-63.57143,-63.58306
1055.6200000000001,-0.04424,-63.58306,-63.59652
1055.63,-0.04491,-63.59652,-63.5822
1055.64,-0.04497,-63.5822,-63.56535
1055.65,-0.04498,-63.56535,-63.56592
1055.66,-0.04455,-63.56592,-63.56807
1055.67,-0.04409,-63.56807,-63.57209
1055.68,-0.04394,-63.57209,-63.57629
1055.69,-0.04382,-63.57629,-63.55137
1055.7,-0.04322,-63.55137,-63.52381
1055.71,-0.04258,-63.52381,-63.51335
1055.72,-0.04219,-63.51335,-63.50445
1055.73,-0.04182,-63.50445,-63.50462
1055.74,-0.04188,-63.50462,-63.50561
1055.75,-0.04199,-63.50561,-63.50507
1055.76,-0.04234,-63.50507,-63.5044
1055.77,-0.04272,-63.5044,-63.50977
1055.78,-0.04312,-63.50977,-63.5157
1055.79,-0.04352,-63.5157,-63.52224
1055.8,-0.04395,-63.52224,-63.52882
1055.81,-0.04439,-63.52882,-63.5451
1055.82,-0.04407,-63.5451,-63.56226
1055.83,-0.04368,-63.56226,-63.5517
1055.84,-0.0438,-63.5517,-63.53862
1055.85,-0.04396,-63.53862,-63.52603
1055.8600000000001,-0.04382,-63.52603,-63.51348
1055.8700000000001,-0.04365,-63.51348,-63.50391
1055.88,-0.04325,-63.50391,-63.49461
1055.89,-0.04283,-63.49461,-63.49408
1055.9,-0.04297,-63.49408,-63.49434
1055.91,-0.04317,-63.49434,-63.49044
1055.92,-0.04326,-63.49044,-63.48617
